,features,labels
5204,"[0, 414, 84, 2]",d
5205,"[2, 3421, 74, 64]",a
5206,"[0, 1137, 42, 73]",a
5207,"[0, 2171, 46, 59]",d
5208,"[1, 3025, 87, 50]",d
5209,"[1, 6176, 63, 55]",a
5210,"[2, 3518, 50, 82]",c
5211,"[1, 1720, 78, 3]",a
5212,"[0, 5332, 63, 19]",a
5213,"[0, 6267, 15, 1]",c
5214,"[2, 1677, 66, 6]",b
5215,"[0, 553, 6, 63]",d
5216,"[0, 339, 61, 84]",b
5217,"[2, 3652, 42, 52]",c
5218,"[0, 4690, 2, 85]",c
5219,"[0, 3382, 41, 78]",c
5220,"[0, 6751, 100, 97]",c
5221,"[2, 3987, 28, 78]",b
5222,"[0, 6555, 71, 98]",b
5223,"[0, 1305, 15, 99]",c
5224,"[0, 1798, 56, 66]",d
5225,"[1, 7156, 10, 14]",b
5226,"[0, 5270, 28, 28]",b
5227,"[1, 5357, 80, 18]",a
5228,"[1, 3606, 59, 31]",b
5229,"[0, 744, 52, 51]",d
5230,"[1, 1732, 91, 42]",d
5231,"[2, 2570, 98, 2]",c
5232,"[2, 4920, 20, 2]",d
5233,"[1, 1086, 28, 33]",d
5234,"[1, 4855, 59, 57]",a
5235,"[0, 5652, 59, 54]",d
5236,"[2, 4488, 73, 31]",a
5237,"[1, 1650, 46, 65]",c
5238,"[0, 6751, 51, 62]",a
5239,"[2, 3093, 66, 42]",a
5240,"[2, 1176, 38, 51]",a
5241,"[1, 5531, 89, 59]",d
5242,"[1, 5603, 0, 92]",d
5243,"[0, 6922, 89, 27]",d
5244,"[0, 2365, 99, 94]",b
5245,"[0, 5359, 22, 77]",a
5246,"[0, 346, 92, 88]",c
5247,"[1, 6947, 43, 7]",b
5248,"[1, 6511, 93, 95]",b
5249,"[0, 1710, 29, 63]",a
5250,"[2, 3082, 81, 23]",a
5251,"[1, 277, 73, 35]",d
5252,"[0, 2998, 3, 55]",c
5253,"[1, 6205, 34, 47]",a
5254,"[0, 1744, 30, 11]",c
5255,"[0, 6473, 59, 36]",d
5256,"[0, 6842, 80, 38]",d
5257,"[0, 139, 0, 96]",c
5258,"[0, 6837, 18, 84]",b
5259,"[2, 3497, 55, 21]",b
5260,"[0, 176, 22, 19]",b
5261,"[2, 2137, 87, 20]",a
5262,"[0, 908, 7, 86]",b
5263,"[0, 2158, 20, 33]",d
5264,"[0, 1552, 78, 82]",b
5265,"[0, 2760, 39, 71]",d
5266,"[0, 712, 42, 100]",d
5267,"[0, 1632, 36, 62]",d
5268,"[2, 2307, 43, 10]",d
5269,"[0, 4633, 87, 20]",d
5270,"[2, 3308, 86, 7]",a
5271,"[2, 4586, 16, 73]",c
5272,"[1, 6904, 45, 77]",c
5273,"[2, 2803, 50, 77]",a
5274,"[2, 5338, 26, 42]",c
5275,"[1, 5654, 51, 63]",a
5276,"[1, 5413, 55, 81]",b
5277,"[2, 4071, 29, 46]",a
5278,"[0, 5910, 87, 38]",d
5279,"[0, 7158, 38, 30]",b
5280,"[2, 464, 34, 21]",a
5281,"[1, 6293, 44, 61]",d
5282,"[0, 2169, 57, 90]",d
5283,"[1, 4668, 6, 97]",c
5284,"[2, 2855, 49, 86]",b
5285,"[1, 6061, 84, 77]",d
5286,"[0, 46, 15, 46]",c
5287,"[1, 5877, 94, 94]",a
5288,"[2, 4608, 6, 96]",a
5289,"[2, 3596, 93, 63]",d
5290,"[1, 3002, 100, 55]",d
5291,"[0, 4012, 32, 19]",b
5292,"[0, 66, 84, 41]",d
5293,"[0, 2159, 2, 62]",d
5294,"[1, 7043, 21, 79]",c
5295,"[2, 5990, 1, 18]",b
5296,"[1, 602, 34, 2]",b
5297,"[0, 6295, 35, 87]",d
5298,"[2, 4831, 29, 91]",c
5299,"[1, 5727, 86, 96]",b
5300,"[0, 1637, 40, 3]",b
5301,"[2, 4059, 60, 18]",a
5302,"[1, 4033, 78, 41]",d
5303,"[1, 2355, 13, 50]",b
5304,"[0, 6249, 68, 27]",a
5305,"[1, 6732, 27, 81]",c
5306,"[2, 3243, 37, 100]",a
5307,"[0, 3573, 26, 38]",c
5308,"[1, 3312, 38, 43]",c
5309,"[0, 1870, 27, 100]",a
5310,"[1, 4964, 100, 94]",a
5311,"[0, 4854, 58, 77]",d
5312,"[2, 3666, 33, 81]",c
5313,"[0, 1402, 100, 44]",d
5314,"[1, 4068, 18, 32]",a
5315,"[1, 1933, 16, 73]",a
5316,"[2, 6747, 62, 73]",d
5317,"[1, 414, 17, 44]",b
5318,"[1, 3272, 2, 56]",c
5319,"[2, 4115, 6, 86]",d
5320,"[0, 3051, 93, 88]",d
5321,"[0, 2040, 87, 37]",a
5322,"[2, 5926, 63, 24]",d
5323,"[1, 4411, 95, 0]",a
5324,"[1, 5366, 61, 26]",a
5325,"[1, 3960, 98, 77]",d
5326,"[0, 5551, 94, 35]",c
5327,"[1, 6436, 9, 6]",a
5328,"[1, 5626, 9, 10]",a
5329,"[2, 1817, 78, 96]",a
5330,"[2, 5969, 89, 61]",b
5331,"[0, 1485, 76, 32]",c
5332,"[2, 6042, 84, 5]",d
5333,"[1, 2512, 52, 5]",a
5334,"[0, 666, 46, 37]",b
5335,"[1, 5460, 71, 67]",a
5336,"[2, 2115, 99, 74]",a
5337,"[1, 3198, 72, 20]",d
5338,"[1, 4511, 87, 52]",c
5339,"[1, 1769, 49, 97]",d
5340,"[0, 2693, 93, 8]",a
5341,"[2, 2680, 46, 34]",a
5342,"[1, 5096, 62, 22]",c
5343,"[1, 4610, 77, 62]",a
5344,"[1, 4218, 43, 58]",b
5345,"[0, 4288, 21, 87]",d
5346,"[1, 1082, 93, 15]",d
5347,"[0, 2428, 30, 64]",c
5348,"[1, 1843, 21, 36]",d
5349,"[2, 2400, 57, 63]",d
5350,"[2, 5617, 78, 55]",d
5351,"[0, 6918, 73, 16]",a
5352,"[1, 2611, 38, 69]",c
5353,"[0, 4756, 63, 1]",a
5354,"[0, 6911, 34, 35]",a
5355,"[1, 2367, 51, 19]",d
5356,"[1, 5867, 47, 83]",a
5357,"[2, 3394, 40, 24]",b
5358,"[1, 4004, 12, 57]",c
5359,"[1, 7061, 22, 82]",b
5360,"[0, 3885, 26, 36]",a
5361,"[0, 3095, 26, 0]",d
5362,"[2, 3913, 47, 42]",d
5363,"[2, 1840, 52, 36]",d
5364,"[0, 4503, 47, 97]",c
5365,"[1, 5915, 100, 29]",b
5366,"[2, 3857, 63, 95]",b
5367,"[2, 5534, 9, 31]",d
5368,"[1, 1834, 64, 97]",d
5369,"[0, 5161, 94, 86]",d
5370,"[1, 2170, 18, 27]",c
5371,"[1, 3038, 8, 12]",a
5372,"[0, 6522, 24, 0]",a
5373,"[0, 6519, 15, 69]",d
5374,"[1, 457, 61, 10]",c
5375,"[0, 1638, 22, 93]",a
5376,"[1, 49, 20, 38]",a
5377,"[2, 2787, 98, 1]",d
5378,"[0, 317, 5, 28]",d
5379,"[2, 583, 8, 55]",b
5380,"[2, 2912, 44, 80]",d
5381,"[0, 5046, 54, 59]",d
5382,"[0, 2808, 22, 45]",a
5383,"[1, 1486, 26, 12]",a
5384,"[0, 5853, 95, 83]",c
5385,"[0, 4562, 10, 30]",c
5386,"[1, 3184, 45, 16]",c
5387,"[2, 4651, 68, 12]",b
5388,"[2, 2450, 49, 26]",b
5389,"[2, 3344, 0, 51]",b
5390,"[0, 3018, 79, 21]",a
5391,"[1, 4664, 64, 51]",b
5392,"[0, 2448, 27, 67]",d
5393,"[1, 3923, 87, 47]",c
5394,"[2, 2014, 23, 67]",a
5395,"[1, 6901, 55, 3]",a
5396,"[0, 2378, 60, 24]",a
5397,"[1, 1721, 84, 1]",d
5398,"[0, 3293, 34, 12]",b
5399,"[2, 42, 25, 26]",a
5400,"[2, 4503, 18, 68]",a
5401,"[2, 466, 3, 66]",c
5402,"[1, 4136, 97, 11]",d
5403,"[1, 1360, 100, 1]",a
5404,"[0, 3633, 1, 74]",c
5405,"[2, 5596, 29, 20]",c
5406,"[1, 4200, 81, 61]",b
5407,"[1, 2655, 36, 17]",d
5408,"[0, 3673, 99, 6]",c
5409,"[1, 2981, 96, 60]",a
5410,"[2, 2351, 79, 69]",a
5411,"[0, 763, 61, 19]",c
5412,"[1, 418, 45, 83]",c
5413,"[0, 3037, 57, 27]",b
5414,"[1, 7128, 80, 60]",d
5415,"[0, 3252, 8, 53]",b
5416,"[1, 6975, 38, 68]",b
5417,"[1, 4732, 54, 48]",d
5418,"[0, 4713, 65, 82]",a
5419,"[0, 1876, 95, 58]",a
5420,"[1, 3644, 77, 13]",b
5421,"[2, 2453, 37, 39]",c
5422,"[0, 4435, 46, 72]",a
5423,"[1, 3614, 3, 44]",a
5424,"[1, 6587, 92, 55]",d
5425,"[0, 1445, 15, 88]",a
5426,"[1, 6969, 1, 66]",c
5427,"[1, 2229, 41, 46]",b
5428,"[2, 1665, 43, 4]",d
5429,"[1, 2962, 93, 29]",b
5430,"[2, 865, 9, 66]",d
5431,"[2, 2442, 36, 14]",a
5432,"[1, 6520, 10, 97]",c
5433,"[0, 2882, 31, 46]",d
5434,"[0, 2452, 51, 85]",d
5435,"[1, 2525, 33, 72]",b
5436,"[2, 1733, 55, 57]",d
5437,"[1, 4529, 25, 27]",b
5438,"[2, 2421, 98, 62]",b
5439,"[1, 1146, 91, 21]",c
5440,"[1, 6327, 8, 12]",a
5441,"[0, 1130, 93, 49]",c
5442,"[1, 3054, 93, 99]",d
5443,"[2, 5648, 13, 21]",a
5444,"[0, 346, 4, 57]",c
5445,"[2, 3066, 52, 28]",b
5446,"[2, 5019, 3, 92]",b
5447,"[1, 4078, 95, 10]",a
5448,"[2, 6191, 8, 38]",d
5449,"[0, 6351, 71, 38]",a
5450,"[1, 5394, 38, 79]",a
5451,"[2, 7142, 65, 57]",d
5452,"[1, 4541, 44, 77]",a
5453,"[2, 4798, 22, 41]",c
5454,"[2, 4682, 17, 86]",c
5455,"[2, 7160, 71, 92]",b
5456,"[0, 2577, 91, 39]",a
5457,"[2, 6886, 36, 4]",d
5458,"[0, 2910, 51, 90]",b
5459,"[1, 2288, 6, 83]",d
5460,"[2, 3551, 62, 99]",d
5461,"[2, 6520, 14, 63]",b
5462,"[2, 6349, 49, 42]",a
5463,"[2, 281, 30, 81]",c
5464,"[2, 5966, 37, 13]",b
5465,"[1, 6229, 51, 74]",b
5466,"[2, 32, 75, 32]",c
5467,"[0, 4032, 17, 90]",d
5468,"[1, 3081, 0, 33]",c
5469,"[0, 3348, 58, 52]",d
5470,"[2, 4343, 79, 99]",a
5471,"[2, 1934, 76, 81]",c
5472,"[2, 2891, 55, 19]",d
5473,"[0, 3991, 7, 61]",d
5474,"[1, 6332, 7, 6]",c
5475,"[0, 958, 58, 37]",d
5476,"[1, 3165, 43, 1]",d
5477,"[0, 5298, 68, 96]",b
5478,"[0, 6076, 97, 57]",c
5479,"[0, 2182, 40, 83]",d
5480,"[0, 7103, 67, 60]",d
5481,"[0, 4464, 38, 94]",a
5482,"[2, 1899, 14, 12]",c
5483,"[1, 5376, 21, 64]",c
5484,"[0, 4284, 94, 84]",d
5485,"[2, 4246, 3, 25]",a
5486,"[0, 1355, 87, 34]",a
5487,"[0, 2087, 9, 78]",d
5488,"[1, 6915, 8, 55]",a
5489,"[1, 2816, 28, 62]",d
5490,"[0, 1473, 59, 25]",b
5491,"[1, 2061, 28, 76]",b
5492,"[0, 5642, 0, 26]",d
5493,"[1, 1854, 100, 4]",d
5494,"[0, 1038, 93, 74]",b
5495,"[0, 2284, 82, 44]",c
5496,"[0, 105, 20, 57]",b
5497,"[1, 1351, 57, 8]",b
5498,"[2, 4166, 62, 24]",a
5499,"[2, 377, 90, 35]",a
5500,"[2, 4444, 26, 63]",a
5501,"[2, 7050, 53, 74]",a
5502,"[0, 1789, 53, 54]",a
5503,"[2, 5796, 67, 95]",c
5504,"[2, 3162, 7, 28]",b
5505,"[1, 1658, 6, 68]",b
5506,"[1, 6331, 24, 37]",a
5507,"[2, 3685, 73, 92]",a
5508,"[1, 2586, 84, 78]",c
5509,"[2, 4350, 41, 4]",b
5510,"[0, 5939, 9, 85]",d
5511,"[2, 5552, 27, 16]",c
5512,"[2, 5997, 18, 92]",a
5513,"[2, 3916, 72, 83]",a
5514,"[0, 4293, 62, 57]",d
5515,"[1, 6468, 52, 97]",d
5516,"[0, 4460, 24, 32]",c
5517,"[1, 3779, 55, 7]",c
5518,"[1, 5809, 22, 71]",c
5519,"[2, 203, 28, 33]",a
5520,"[1, 6235, 92, 3]",c
5521,"[0, 6237, 78, 67]",a
5522,"[0, 6174, 9, 65]",a
5523,"[2, 907, 26, 44]",a
5524,"[0, 6838, 23, 62]",b
5525,"[0, 6034, 38, 0]",c
5526,"[2, 4393, 40, 9]",a
5527,"[2, 2940, 50, 45]",b
5528,"[0, 4927, 93, 50]",b
5529,"[0, 930, 21, 98]",b
5530,"[0, 3382, 17, 78]",d
5531,"[1, 6333, 90, 10]",d
5532,"[1, 3164, 15, 75]",d
5533,"[0, 950, 41, 3]",c
5534,"[0, 4229, 79, 6]",c
5535,"[1, 1544, 12, 30]",c
5536,"[1, 2280, 20, 9]",c
5537,"[1, 7028, 58, 15]",b
5538,"[0, 494, 79, 10]",b
5539,"[0, 3237, 33, 93]",b
5540,"[0, 6502, 74, 82]",c
5541,"[1, 3933, 39, 88]",c
5542,"[2, 987, 21, 49]",c
5543,"[0, 3787, 71, 43]",a
5544,"[2, 3519, 11, 84]",a
5545,"[0, 4707, 26, 58]",d
5546,"[0, 3208, 49, 36]",a
5547,"[0, 4304, 12, 18]",d
5548,"[1, 4388, 18, 15]",d
5549,"[1, 228, 66, 80]",d
5550,"[0, 6090, 38, 14]",d
5551,"[1, 5481, 25, 6]",d
5552,"[0, 3614, 16, 23]",d
5553,"[2, 2164, 80, 84]",c
5554,"[0, 5628, 3, 34]",d
5555,"[1, 1154, 92, 82]",b
5556,"[1, 7100, 5, 77]",a
5557,"[0, 6586, 21, 28]",b
5558,"[1, 2496, 2, 32]",b
5559,"[0, 4673, 75, 4]",c
5560,"[0, 4626, 16, 95]",b
5561,"[0, 6046, 73, 90]",b
5562,"[1, 1431, 65, 85]",a
5563,"[0, 7073, 100, 33]",d
5564,"[2, 5076, 21, 31]",b
5565,"[0, 1727, 37, 65]",a
5566,"[0, 73, 49, 1]",c
5567,"[1, 5813, 7, 92]",a
5568,"[0, 4922, 2, 98]",d
5569,"[0, 130, 2, 41]",d
5570,"[0, 1763, 60, 85]",b
5571,"[0, 6021, 54, 19]",a
5572,"[2, 1064, 37, 88]",c
5573,"[0, 5517, 0, 99]",a
5574,"[2, 6132, 93, 59]",d
5575,"[0, 1306, 82, 65]",c
5576,"[1, 2369, 19, 97]",d
5577,"[1, 4627, 71, 23]",a
5578,"[2, 6892, 42, 89]",a
5579,"[2, 5736, 30, 40]",d
5580,"[1, 2159, 18, 96]",d
5581,"[2, 2570, 29, 22]",d
5582,"[0, 6762, 100, 77]",c
5583,"[2, 1769, 86, 16]",d
5584,"[0, 1494, 84, 78]",d
5585,"[0, 2263, 39, 19]",b
5586,"[0, 6218, 24, 13]",d
5587,"[1, 3539, 57, 36]",c
5588,"[0, 5475, 90, 28]",c
5589,"[1, 357, 98, 48]",b
5590,"[2, 3305, 79, 80]",b
5591,"[1, 1239, 56, 86]",c
5592,"[1, 458, 100, 61]",b
5593,"[1, 3078, 57, 81]",a
5594,"[2, 6576, 21, 16]",c
5595,"[0, 6732, 100, 97]",b
5596,"[2, 7066, 61, 60]",a
5597,"[1, 1024, 77, 8]",c
5598,"[0, 993, 6, 80]",c
5599,"[1, 4260, 78, 50]",c
5600,"[2, 3476, 36, 31]",c
5601,"[1, 597, 95, 84]",d
5602,"[0, 1116, 7, 53]",b
5603,"[0, 1318, 91, 18]",d
5604,"[0, 457, 81, 97]",a
5605,"[0, 7064, 23, 77]",d
5606,"[2, 601, 62, 92]",d
5607,"[0, 5261, 14, 5]",c
5608,"[2, 6292, 9, 48]",a
5609,"[0, 6873, 85, 36]",a
5610,"[2, 3874, 72, 7]",c
5611,"[2, 2171, 17, 88]",a
5612,"[1, 6935, 1, 78]",c
5613,"[0, 3629, 88, 15]",d
5614,"[1, 1055, 96, 36]",b
5615,"[0, 3323, 33, 30]",b
5616,"[2, 3583, 34, 57]",b
5617,"[1, 4890, 3, 90]",c
5618,"[0, 2271, 6, 85]",a
5619,"[1, 2901, 99, 57]",d
5620,"[0, 6489, 56, 82]",a
5621,"[2, 4357, 40, 100]",b
5622,"[0, 4914, 68, 25]",a
5623,"[1, 3375, 27, 82]",a
5624,"[1, 4449, 10, 82]",a
5625,"[2, 1649, 92, 98]",d
5626,"[0, 5199, 34, 71]",a
5627,"[2, 897, 35, 69]",a
5628,"[2, 1924, 13, 34]",b
5629,"[2, 889, 30, 19]",c
5630,"[0, 5023, 37, 38]",a
5631,"[0, 5605, 46, 25]",d
5632,"[1, 1975, 45, 95]",d
5633,"[2, 3576, 97, 86]",d
5634,"[2, 2991, 64, 49]",a
5635,"[2, 3980, 28, 9]",a
5636,"[0, 4337, 62, 63]",d
5637,"[2, 2129, 48, 87]",d
5638,"[0, 5256, 54, 51]",d
5639,"[2, 6407, 15, 36]",c
5640,"[1, 3067, 48, 82]",b
5641,"[0, 1598, 18, 11]",a
5642,"[0, 788, 78, 71]",c
5643,"[0, 7195, 78, 20]",b
5644,"[2, 2817, 22, 46]",b
5645,"[2, 1089, 40, 6]",b
5646,"[2, 2383, 19, 6]",c
5647,"[0, 4768, 12, 39]",b
5648,"[1, 997, 60, 100]",a
5649,"[1, 3335, 81, 90]",d
5650,"[0, 2840, 63, 27]",a
5651,"[1, 5854, 8, 30]",d
5652,"[1, 4344, 66, 95]",d
5653,"[2, 2643, 50, 47]",b
5654,"[2, 1463, 35, 63]",a
5655,"[1, 5981, 83, 55]",c
5656,"[0, 4145, 74, 30]",d
5657,"[2, 3438, 31, 88]",d
5658,"[1, 3245, 38, 60]",b
5659,"[2, 3146, 8, 75]",b
5660,"[0, 303, 25, 100]",c
5661,"[2, 4392, 14, 92]",a
5662,"[1, 1236, 82, 7]",b
5663,"[0, 3300, 44, 87]",a
5664,"[2, 1075, 19, 77]",c
5665,"[2, 7041, 97, 64]",b
5666,"[2, 1059, 60, 4]",c
5667,"[0, 286, 91, 36]",c
5668,"[1, 4543, 19, 22]",a
5669,"[0, 3223, 83, 32]",a
5670,"[0, 400, 25, 95]",c
5671,"[1, 1529, 7, 82]",c
5672,"[1, 2221, 27, 49]",b
5673,"[2, 4872, 45, 15]",d
5674,"[1, 6801, 50, 82]",a
5675,"[0, 3779, 1, 86]",b
5676,"[2, 4681, 8, 39]",c
5677,"[1, 5307, 24, 82]",b
5678,"[2, 6077, 25, 84]",b
5679,"[0, 3846, 34, 34]",d
5680,"[2, 1848, 45, 23]",a
5681,"[1, 6460, 43, 82]",d
5682,"[2, 6326, 36, 97]",a
5683,"[2, 2065, 45, 67]",b
5684,"[2, 4238, 48, 12]",d
5685,"[0, 2338, 41, 19]",b
5686,"[0, 6515, 64, 25]",b
5687,"[2, 6842, 6, 89]",c
5688,"[2, 3795, 0, 37]",c
5689,"[1, 4695, 19, 64]",a
5690,"[2, 545, 10, 14]",c
5691,"[2, 1713, 94, 7]",d
5692,"[2, 846, 31, 68]",c
5693,"[1, 6710, 87, 92]",a
5694,"[0, 3828, 67, 75]",b
5695,"[0, 2917, 94, 12]",c
5696,"[2, 1235, 71, 3]",b
5697,"[1, 7196, 28, 41]",d
5698,"[1, 2498, 33, 52]",b
5699,"[0, 1823, 35, 11]",c
5700,"[1, 3540, 10, 99]",a
5701,"[0, 1451, 94, 57]",b
5702,"[0, 4885, 47, 88]",d
5703,"[2, 2138, 68, 99]",b
5704,"[2, 3535, 91, 39]",d
5705,"[0, 7168, 20, 63]",d
5706,"[1, 6491, 71, 58]",b
5707,"[2, 738, 78, 87]",d
5708,"[2, 1754, 18, 43]",a
5709,"[1, 4230, 20, 52]",a
5710,"[0, 4473, 56, 72]",d
5711,"[2, 4834, 61, 1]",c
5712,"[2, 4402, 63, 43]",a
5713,"[0, 1650, 88, 16]",c
5714,"[2, 1965, 13, 94]",a
5715,"[2, 4604, 55, 28]",c
5716,"[1, 5398, 78, 43]",d
5717,"[0, 6056, 91, 4]",b
5718,"[2, 1504, 62, 78]",c
5719,"[2, 1467, 70, 55]",b
5720,"[1, 1287, 74, 35]",a
5721,"[1, 6960, 29, 88]",b
5722,"[0, 6610, 14, 65]",b
5723,"[2, 4160, 87, 4]",b
5724,"[2, 3804, 23, 93]",b
5725,"[1, 5839, 5, 4]",c
5726,"[2, 2017, 21, 56]",c
5727,"[2, 5177, 79, 41]",b
5728,"[1, 7185, 3, 19]",b
5729,"[0, 5105, 11, 49]",d
5730,"[2, 2267, 23, 18]",c
5731,"[1, 3030, 87, 18]",b
5732,"[2, 318, 97, 59]",d
5733,"[0, 5955, 40, 87]",d
5734,"[0, 1911, 39, 49]",b
5735,"[2, 6891, 66, 39]",d
5736,"[1, 4835, 38, 84]",a
5737,"[1, 4321, 92, 48]",a
5738,"[1, 6838, 100, 78]",c
5739,"[0, 5007, 79, 79]",a
5740,"[2, 3651, 72, 54]",b
5741,"[0, 3451, 30, 33]",a
5742,"[2, 45, 97, 45]",d
5743,"[1, 2821, 10, 7]",d
5744,"[2, 3617, 85, 51]",d
5745,"[2, 4885, 81, 36]",c
5746,"[2, 6424, 93, 8]",a
5747,"[1, 2223, 19, 34]",b
5748,"[1, 21, 8, 15]",b
5749,"[0, 3459, 72, 70]",c
5750,"[1, 4116, 68, 39]",a
5751,"[0, 6020, 56, 86]",c
5752,"[1, 1700, 30, 72]",b
5753,"[2, 4171, 72, 97]",b
5754,"[1, 5090, 12, 10]",b
5755,"[2, 6360, 49, 85]",d
5756,"[0, 2186, 9, 52]",d
5757,"[2, 6290, 53, 59]",a
5758,"[2, 4201, 17, 31]",d
5759,"[2, 3515, 25, 70]",c
5760,"[1, 2028, 50, 25]",d
5761,"[1, 1490, 54, 12]",a
5762,"[1, 2002, 27, 70]",c
5763,"[1, 1012, 0, 58]",d
5764,"[1, 2545, 52, 66]",c
5765,"[2, 5372, 14, 27]",b
5766,"[1, 4081, 87, 100]",c
5767,"[2, 1097, 37, 46]",d
5768,"[2, 2150, 86, 14]",d
5769,"[1, 1269, 67, 97]",d
5770,"[1, 3115, 48, 25]",c
5771,"[1, 1439, 13, 48]",a
5772,"[2, 1553, 25, 28]",d
5773,"[2, 1321, 1, 9]",d
5774,"[2, 436, 24, 13]",c
5775,"[1, 691, 73, 17]",a
5776,"[2, 816, 38, 39]",a
5777,"[0, 6814, 16, 6]",c
5778,"[1, 4351, 37, 76]",a
5779,"[0, 898, 86, 76]",a
5780,"[2, 4058, 63, 91]",a
5781,"[1, 829, 50, 85]",a
5782,"[0, 6522, 65, 73]",b
5783,"[0, 6430, 76, 50]",b
5784,"[1, 3930, 96, 95]",b
5785,"[2, 6394, 22, 57]",a
5786,"[1, 4501, 51, 3]",b
5787,"[2, 111, 32, 39]",c
5788,"[2, 3538, 72, 49]",c
5789,"[1, 4206, 93, 98]",c
5790,"[1, 2019, 37, 50]",b
5791,"[1, 4742, 0, 23]",b
5792,"[0, 1903, 99, 93]",b
5793,"[0, 2208, 40, 10]",d
5794,"[2, 5863, 78, 79]",b
5795,"[0, 6001, 17, 38]",d
5796,"[2, 3653, 21, 43]",b
5797,"[1, 6478, 60, 27]",c
5798,"[0, 2114, 53, 14]",b
5799,"[1, 2852, 31, 14]",d
5800,"[2, 4747, 13, 11]",b
5801,"[0, 1373, 58, 18]",b
5802,"[2, 1476, 54, 75]",c
5803,"[1, 1234, 80, 11]",d
5804,"[1, 6874, 9, 33]",b
5805,"[2, 4535, 17, 80]",b
5806,"[1, 4467, 44, 27]",a
5807,"[1, 4568, 0, 82]",c
5808,"[2, 5965, 76, 75]",b
5809,"[1, 5560, 99, 68]",d
5810,"[1, 2436, 70, 54]",b
5811,"[0, 7099, 70, 54]",c
5812,"[1, 2950, 77, 29]",c
5813,"[2, 860, 83, 53]",d
5814,"[2, 1974, 52, 11]",a
5815,"[2, 6744, 83, 85]",c
5816,"[2, 337, 13, 74]",d
5817,"[2, 495, 92, 11]",d
5818,"[0, 5254, 72, 35]",b
5819,"[0, 3842, 38, 92]",d
5820,"[2, 3697, 54, 41]",d
5821,"[0, 3748, 4, 87]",b
5822,"[2, 5084, 41, 100]",b
5823,"[1, 5785, 77, 7]",c
5824,"[2, 6036, 23, 99]",c
5825,"[1, 6721, 29, 24]",d
5826,"[1, 3845, 1, 76]",a
5827,"[0, 5251, 81, 34]",c
5828,"[2, 4998, 14, 79]",b
5829,"[1, 2360, 83, 34]",b
5830,"[1, 2349, 55, 5]",c
5831,"[2, 5292, 12, 42]",c
5832,"[1, 4296, 73, 42]",b
5833,"[1, 3941, 78, 22]",d
5834,"[0, 708, 40, 42]",a
5835,"[0, 5312, 49, 58]",a
5836,"[2, 1569, 100, 3]",d
5837,"[1, 4205, 28, 24]",d
5838,"[0, 1736, 12, 68]",b
5839,"[0, 3644, 56, 65]",b
5840,"[0, 6120, 6, 88]",b
5841,"[0, 4780, 18, 66]",c
5842,"[1, 579, 36, 56]",d
5843,"[2, 2916, 29, 50]",b
5844,"[0, 2412, 33, 34]",b
5845,"[2, 1630, 5, 36]",a
5846,"[0, 637, 85, 17]",b
5847,"[1, 1085, 28, 91]",c
5848,"[1, 3027, 11, 49]",a
5849,"[0, 5109, 71, 98]",c
5850,"[1, 2094, 80, 50]",b
5851,"[1, 6715, 68, 86]",a
5852,"[2, 6775, 17, 56]",d
5853,"[1, 13, 93, 47]",c
5854,"[1, 1549, 10, 64]",b
5855,"[2, 1372, 14, 12]",a
5856,"[1, 6842, 41, 0]",b
5857,"[0, 6888, 23, 33]",b
5858,"[1, 2499, 11, 18]",c
5859,"[0, 35, 26, 75]",c
5860,"[2, 7096, 43, 84]",b
5861,"[1, 1308, 43, 82]",c
5862,"[0, 2900, 44, 48]",b
5863,"[1, 6226, 7, 44]",c
5864,"[2, 5582, 66, 58]",a
5865,"[0, 380, 2, 46]",a
5866,"[0, 762, 43, 61]",a
5867,"[1, 1374, 20, 57]",b
5868,"[2, 1746, 23, 85]",d
5869,"[0, 1963, 33, 57]",c
5870,"[0, 3610, 25, 63]",a
5871,"[1, 5034, 2, 98]",d
5872,"[0, 1571, 90, 57]",d
5873,"[2, 4210, 11, 42]",c
5874,"[0, 3082, 62, 54]",b
5875,"[2, 4045, 0, 54]",d
5876,"[1, 1803, 10, 81]",c
5877,"[1, 6707, 83, 10]",b
5878,"[0, 4927, 86, 19]",d
5879,"[0, 3179, 98, 100]",d
5880,"[2, 4469, 68, 83]",a
5881,"[0, 1416, 5, 86]",c
5882,"[1, 3331, 95, 11]",a
5883,"[0, 1075, 4, 6]",a
5884,"[0, 3291, 36, 81]",b
5885,"[2, 3356, 99, 61]",c
5886,"[1, 40, 26, 33]",a
5887,"[1, 5533, 58, 26]",d
5888,"[0, 3462, 4, 75]",b
5889,"[1, 7174, 18, 83]",d
5890,"[2, 940, 2, 86]",c
5891,"[1, 4996, 21, 56]",d
5892,"[2, 128, 95, 30]",b
5893,"[1, 6712, 5, 17]",c
5894,"[0, 1258, 84, 69]",c
5895,"[1, 6609, 41, 31]",b
5896,"[2, 5351, 71, 36]",d
5897,"[0, 785, 99, 99]",b
5898,"[2, 2962, 25, 54]",a
5899,"[2, 4994, 85, 24]",a
5900,"[0, 6857, 48, 80]",d
5901,"[0, 2930, 94, 87]",c
5902,"[1, 7010, 72, 3]",d
5903,"[1, 5891, 81, 6]",c
5904,"[0, 5753, 60, 90]",a
5905,"[0, 3427, 42, 73]",b
5906,"[1, 3688, 62, 5]",b
